price,baths,land_size,beds,house_size,published_date,lon,lat,city,district,sqft_per_bed,house_land_ratio,baths_per_bed,price_per_house_size
21000000,3,10.6,3,1795.0,2021-11-04 14:16:00,79.922703356,6.801843915,piliyandala,colombo,598.3333333333334,0.6220004504738639,1.0,11699.1643454039
28000000,5,112.0,5,2900.0,2021-11-10 10:46:00,79.795675445,7.576507456,chilaw,puttalam,580.0,0.09510691328873147,1.0,9655.172413793103
16500000,2,7.4,3,1300.0,2021-11-03 10:58:00,79.9652344733477,6.8413884190132,kottawa,colombo,433.3333333333333,0.6452733725460998,0.6666666666666666,12692.307692307691
16000000,2,22.0,3,2500.0,2021-11-17 14:28:00,80.0,7.13333,gampaha city,gampaha,833.3333333333334,0.41739711161198767,0.6666666666666666,6400.0
65000000,3,20.0,5,3000.0,2021-11-17 14:28:00,80.005841693,6.84848797,homagama,colombo,600.0,0.5509641873278237,0.6,21666.666666666668
12000000,1,10.5,3,1300.0,2021-11-17 14:28:00,80.005841693,6.84848797,homagama,colombo,433.3333333333333,0.4547640911277275,0.3333333333333333,9230.76923076923
7800000,1,11.5,2,1200.0,2021-11-17 14:27:00,80.01667,6.86667,padukka,colombo,600.0,0.3832794346628339,0.5,6500.0
36000000,4,8.5,4,2900.0,2021-11-17 14:25:00,79.922703356,6.801843915,piliyandala,colombo,725.0,1.2531734456868147,1.0,12413.793103448275
27500000,5,7.5,5,2300.0,2021-11-17 14:25:00,79.922703356,6.801843915,piliyandala,colombo,460.0,1.1264156718702174,1.0,11956.521739130434
22500000,3,10.0,5,3514.0,2021-11-17 14:20:00,79.922703356,6.801843915,piliyandala,colombo,702.8,1.2907254361799816,0.6,6402.959590210587
11000000,1,7.5,2,1200.0,2021-11-17 14:13:00,80.0,7.13333,gampaha city,gampaha,600.0,0.5876951331496786,0.5,9166.666666666666
7500000,1,20.0,3,850.0,2021-11-17 14:13:00,80.061948728,6.71662803,horana,kalutara,283.3333333333333,0.1561065197428834,0.3333333333333333,8823.529411764706
24500000,3,10.0,5,3000.0,2021-11-17 14:10:00,80.005841693,6.84848797,homagama,colombo,600.0,1.1019283746556474,0.6,8166.666666666667
20500000,3,6.5,3,1900.0,2021-11-17 14:08:00,80.005841693,6.84848797,homagama,colombo,633.3333333333334,1.0736738009465283,1.0,10789.473684210527
24500000,2,7.42,4,1600.0,2021-11-12 14:12:00,79.888881,6.790527,moratuwa,colombo,400.0,0.7920419584227474,0.5,15312.5
29800000,4,6.0,5,3800.0,2021-11-17 14:06:00,80.005841693,6.84848797,homagama,colombo,760.0,2.326293235384145,0.8,7842.105263157895
28000000,3,15.0,4,4000.0,2021-11-17 14:05:00,80.005841693,6.84848797,homagama,colombo,1000.0,0.9794918885827978,0.75,7000.0
29500000,3,16.5,3,1200.0,2021-11-17 14:04:00,79.954618877,6.904072342,malabe,colombo,400.0,0.26713415143167213,1.0,24583.333333333332
35000000,4,8.0,5,3600.0,2021-11-17 14:03:00,79.954618877,6.904072342,malabe,colombo,720.0,1.6528925619834711,0.8,9722.222222222223
26500000,2,7.0,3,1250.0,2021-11-17 14:02:00,79.954618877,6.904072342,malabe,colombo,416.6666666666667,0.6559097468188377,0.6666666666666666,21200.0
15500000,1,6.8,3,2000.0,2021-11-17 14:02:00,79.954618877,6.904072342,malabe,colombo,666.6666666666666,1.0803219359369092,0.3333333333333333,7750.0
16000000,2,10.5,3,1400.0,2021-11-17 14:01:00,79.954618877,6.904072342,malabe,colombo,466.6666666666667,0.4897459442913989,0.6666666666666666,11428.57142857143
17000000,2,7.5,3,1300.0,2021-11-17 14:01:00,79.954618877,6.904072342,malabe,colombo,433.3333333333333,0.6366697275788186,0.6666666666666666,13076.923076923076
32000000,2,6.0,6,2000.0,2021-11-08 15:21:00,79.896185528,6.93722362,wellampitiya,colombo,333.3333333333333,1.224364860728497,0.3333333333333333,16000.0
120000000,2,20.0,3,3000.0,2021-11-17 14:00:00,80.01667,6.86667,colombo 5,colombo,1000.0,0.5509641873278237,0.6666666666666666,40000.0
1450000,3,26.0,4,1800.0,2021-11-17 14:00:00,79.984292323,6.935757206,kaduwela,colombo,450.0,0.25429116338207247,0.75,805.5555555555555
45000000,3,7.0,5,3500.0,2021-11-17 15:06:00,79.884735262,6.867054459,kohuwala,colombo,700.0,1.8365472910927456,0.6,12857.142857142857
25500000,3,7.5,4,2550.0,2021-11-17 13:44:00,79.922703356,6.801843915,piliyandala,colombo,637.5,1.2488521579430671,0.75,10000.0
33500000,4,16.2,6,3600.0,2021-11-17 13:43:00,79.9652344733477,6.8413884190132,kottawa,colombo,600.0,0.8162432404856648,0.6666666666666666,9305.555555555555
14500000,2,6.8,2,900.0,2021-11-17 10:42:00,79.945297,6.834129,pannipitiya,colombo,450.0,0.4861448711716091,1.0,16111.111111111111
27000000,3,7.0,4,2400.0,2021-11-17 13:43:00,79.9652344733477,6.8413884190132,kottawa,colombo,600.0,1.2593467138921683,0.75,11250.0
24800000,3,6.0,4,2400.0,2021-11-17 13:41:00,79.922703356,6.801843915,piliyandala,colombo,600.0,1.4692378328741964,0.75,10333.333333333334
28500000,4,15.0,4,3000.0,2021-11-17 13:35:00,79.922703356,6.801843915,piliyandala,colombo,750.0,0.7346189164370982,1.0,9500.0
21500000,4,9.5,4,2300.0,2021-11-17 13:34:00,79.922703356,6.801843915,piliyandala,colombo,575.0,0.8892755304238558,1.0,9347.826086956522
36000000,3,10.0,4,3500.0,2021-11-17 13:32:00,79.894797,7.053406,kandana,gampaha,875.0,1.285583103764922,0.75,10285.714285714286
27000000,3,7.5,5,2700.0,2021-11-17 13:32:00,79.922703356,6.801843915,piliyandala,colombo,540.0,1.322314049586777,0.6,10000.0
41000000,3,6.0,4,1644.0,2021-11-09 12:54:00,79.890314257,6.932625418,kolonnawa,colombo,411.0,1.0064279155188247,0.75,24939.172749391728
26000000,3,7.0,4,2400.0,2021-11-17 13:30:00,79.922703356,6.801843915,piliyandala,colombo,600.0,1.2593467138921683,0.75,10833.333333333334
16500000,3,24.8,4,3000.0,2021-11-08 21:59:00,80.114398319,6.522738115,matugama,kalutara,750.0,0.4443259575224385,0.75,5500.0
16000000,2,17.0,4,2000.0,2021-11-17 13:17:00,79.989929153,6.877246442,athurugiriya,colombo,500.0,0.43212877437476366,0.5,8000.0
22000000,2,15.4,4,3000.0,2021-11-17 13:16:00,79.922703356,6.801843915,piliyandala,colombo,750.0,0.7155379056205502,0.5,7333.333333333333
30500000,4,8.0,4,3500.0,2021-11-17 13:14:00,79.922703356,6.801843915,piliyandala,colombo,875.0,1.6069788797061524,1.0,8714.285714285714
21500000,2,9.3,3,2000.0,2021-11-17 13:10:00,79.922703356,6.801843915,piliyandala,colombo,666.6666666666666,0.7899128133732238,0.6666666666666666,10750.0
13500000,2,10.0,4,2400.0,2021-11-17 13:10:00,79.961310821,7.068212768,ganemulla,gampaha,600.0,0.8815426997245179,0.5,5625.0
40000000,3,7.8,6,3000.0,2021-11-17 13:09:00,80.01667,6.86667,colombo 6,colombo,500.0,1.4127286854559582,0.5,13333.333333333334
45000000,3,9.9,5,2650.0,2021-11-15 12:10:00,79.896217547,6.909504175,rajagiriya,colombo,530.0,0.9832020851304597,0.6,16981.132075471698
45000000,3,9.33,5,3100.0,2021-11-12 11:21:00,79.909164319,6.903166337,kotte,colombo,620.0,1.220427996224547,0.6,14516.129032258064
18500000,2,10.0,3,1200.0,2021-11-17 13:07:00,79.922703356,6.801843915,piliyandala,colombo,400.0,0.44077134986225897,0.6666666666666666,15416.666666666666
24800000,3,6.5,4,2800.0,2021-11-17 13:06:00,79.922703356,6.801843915,piliyandala,colombo,700.0,1.5822561277106733,0.75,8857.142857142857
40000000,4,10.0,4,3100.0,2021-11-17 13:06:00,79.922703356,6.801843915,piliyandala,colombo,775.0,1.1386593204775024,1.0,12903.225806451614
26500000,3,10.5,4,3152.0,2021-11-17 13:06:00,79.843249,7.206416,negombo,gampaha,788.0,1.1026280117189209,0.75,8407.360406091371
23500000,3,7.0,5,3250.0,2021-11-17 13:04:00,79.922703356,6.801843915,piliyandala,colombo,650.0,1.705365341728978,0.6,7230.7692307692305
10500000,1,6.0,2,1600.0,2021-11-17 14:38:00,79.925719835,6.936019221,angoda,colombo,800.0,0.9794918885827978,0.5,6562.5
12000000,2,10.0,3,1325.0,2021-11-09 12:08:00,80.061948728,6.71662803,horana,kalutara,441.6666666666667,0.4866850321395776,0.6666666666666666,9056.603773584906
14000000,3,12.0,3,1200.0,2021-11-17 13:03:00,79.922703356,6.801843915,piliyandala,colombo,400.0,0.3673094582185491,1.0,11666.666666666666
19500000,3,6.5,4,2000.0,2021-11-17 13:01:00,79.922703356,6.801843915,piliyandala,colombo,500.0,1.1301829483647665,0.75,9750.0
21000000,2,10.0,5,2419.0,2021-11-17 15:42:00,80.0,7.13333,delgoda,gampaha,483.8,0.8885215794306703,0.4,8681.2732534105
8000000,2,10.05,4,2400.0,2021-11-03 15:33:00,79.951267289,7.001966103,kadawatha,gampaha,600.0,0.8771569151487739,0.5,3333.3333333333335
23800000,2,6.5,3,1356.0,2021-11-10 11:58:00,79.922703356,6.801843915,piliyandala,colombo,452.0,0.7662640389913117,0.6666666666666666,17551.622418879055
30500000,4,8.0,5,3700.0,2021-11-17 12:58:00,79.922703356,6.801843915,piliyandala,colombo,740.0,1.6988062442607896,0.8,8243.243243243243
46500000,4,28.0,4,3850.0,2021-11-17 12:52:00,79.922703356,6.801843915,piliyandala,colombo,962.5,0.5050505050505051,1.0,12077.922077922078
33000000,4,10.0,4,3850.0,2021-11-17 12:51:00,79.922703356,6.801843915,piliyandala,colombo,962.5,1.4141414141414141,1.0,8571.42857142857
12000000,1,10.0,3,1500.0,2021-11-17 12:50:00,80.2257614582777,6.06707893266221,karapitiya,galle,500.0,0.5509641873278237,0.3333333333333333,8000.0
9900000,1,10.0,3,1425.0,2021-11-17 12:49:00,79.843249,7.206416,negombo,gampaha,475.0,0.5234159779614325,0.3333333333333333,6947.368421052632
3990000,1,45.0,3,2500.0,2021-11-14 12:42:00,80.625828,7.295044,kandy city,kandy,833.3333333333334,0.2040608101214162,0.3333333333333333,1596.0
13000000,1,10.0,3,1500.0,2021-11-17 12:46:00,80.2257614582777,6.06707893266221,karapitiya,galle,500.0,0.5509641873278237,0.3333333333333333,8666.666666666666
13800000,1,23.0,2,1000.0,2021-11-17 12:43:00,80.2257614582777,6.06707893266221,karapitiya,galle,500.0,0.15969976444284745,0.5,13800.0
110000000,3,50.0,4,3000.0,2021-11-17 12:41:00,80.01667,6.86667,talawatugoda,colombo,750.0,0.22038567493112948,0.75,36666.666666666664
4800000,1,10.5,1,800.0,2021-11-06 10:59:00,80.005841693,6.84848797,homagama,colombo,800.0,0.2798548253093708,1.0,6000.0
20000000,2,7.0,4,1700.0,2021-11-02 17:26:00,79.925719835,6.936019221,angoda,colombo,425.0,0.8920372556736194,0.5,11764.70588235294
47500000,4,14.8,5,3800.0,2021-11-17 12:39:00,80.01667,6.86667,talawatugoda,colombo,760.0,0.9430918521827614,0.8,12500.0
44000000,4,7.7,4,3300.0,2021-11-17 12:38:00,80.01667,6.86667,talawatugoda,colombo,825.0,1.5741833923652104,1.0,13333.333333333334
9500000,2,7.0,4,1544.0,2021-11-17 12:37:00,80.5,6.16667,matara city,matara,386.0,0.8101797192706284,0.5,6152.849740932643
60000000,4,15.0,4,4000.0,2021-11-17 12:36:00,80.01667,6.86667,talawatugoda,colombo,1000.0,0.9794918885827978,1.0,15000.0
23500000,2,149.0,4,2500.0,2021-11-05 17:34:00,79.843249,7.206416,negombo,gampaha,625.0,0.06162910372794449,0.5,9400.0
42500000,5,13.5,8,5000.0,2021-11-17 12:32:00,79.893438,6.877014,nugegoda,colombo,625.0,1.3604054008094413,0.625,8500.0
63000000,6,12.0,6,4000.0,2021-11-17 12:32:00,79.893438,6.877014,nugegoda,colombo,666.6666666666666,1.224364860728497,1.0,15750.0
15400000,3,8.0,3,1300.0,2021-11-11 15:14:00,79.989929153,6.877246442,athurugiriya,colombo,433.3333333333333,0.5968778696051423,1.0,11846.153846153846
68000000,4,11.0,5,5000.0,2021-11-17 12:30:00,79.893438,6.877014,nugegoda,colombo,1000.0,1.6695884464479507,0.8,13600.0
4600000,1,22.0,3,1820.0,2021-11-17 12:29:00,80.0,7.13333,gampaha city,gampaha,606.6666666666666,0.303865097253527,0.3333333333333333,2527.4725274725274
47500000,4,7.0,4,3800.0,2021-11-17 12:29:00,79.893438,6.877014,nugegoda,colombo,950.0,1.9939656303292668,1.0,12500.0
26500000,3,6.5,4,2800.0,2021-11-17 12:26:00,79.954618877,6.904072342,malabe,colombo,700.0,1.5822561277106733,0.75,9464.285714285714
36000000,4,10.0,4,3200.0,2021-11-17 12:26:00,79.954618877,6.904072342,malabe,colombo,800.0,1.1753902662993572,1.0,11250.0
65000000,4,12.5,5,4000.0,2021-11-17 12:25:00,79.954618877,6.904072342,malabe,colombo,800.0,1.1753902662993572,0.8,16250.0
45000000,3,10.0,4,3200.0,2021-11-17 12:25:00,79.954618877,6.904072342,malabe,colombo,800.0,1.1753902662993572,0.75,14062.5
37500000,3,9.0,5,3100.0,2021-11-17 12:24:00,79.954618877,6.904072342,malabe,colombo,620.0,1.2651770227527803,0.6,12096.774193548386
48000000,3,10.12,4,2675.0,2021-11-17 12:23:00,79.954618877,6.904072342,malabe,colombo,668.75,0.9709019770104931,0.75,17943.92523364486
29500000,4,11.0,5,2850.0,2021-11-17 12:20:00,79.989929153,6.877246442,athurugiriya,colombo,570.0,0.9516654144753317,0.8,10350.877192982456
27000000,4,7.0,4,3250.0,2021-11-17 12:20:00,79.922703356,6.801843915,piliyandala,colombo,812.5,1.705365341728978,1.0,8307.692307692309
18500000,3,7.5,3,1500.0,2021-11-17 12:19:00,79.954618877,6.904072342,malabe,colombo,500.0,0.7346189164370982,1.0,12333.333333333334
95000000,4,10.0,4,3200.0,2021-11-17 12:18:00,79.909164319,6.903166337,kotte,colombo,800.0,1.1753902662993572,1.0,29687.5
26500000,3,6.5,4,2200.0,2021-11-17 12:18:00,79.954618877,6.904072342,malabe,colombo,550.0,1.2432012432012431,0.75,12045.454545454546
8700000,2,10.0,3,1400.0,2021-11-12 11:27:00,80.005841693,6.84848797,homagama,colombo,466.6666666666667,0.5142332415059688,0.6666666666666666,6214.285714285715
25000000,4,10.0,4,2380.0,2021-09-19 21:01:00,79.9652344733477,6.8413884190132,kottawa,colombo,595.0,0.8741965105601469,1.0,10504.20168067227
60000000,4,13.0,4,3500.0,2021-11-17 12:16:00,79.909164319,6.903166337,kotte,colombo,875.0,0.9889100798191707,1.0,17142.85714285714
33000000,4,8.0,4,3000.0,2021-11-17 12:15:00,79.9652344733477,6.8413884190132,kottawa,colombo,750.0,1.3774104683195592,1.0,11000.0
15000000,3,10.0,3,1400.0,2021-11-17 12:14:00,79.989929153,6.877246442,athurugiriya,colombo,466.6666666666667,0.5142332415059688,1.0,10714.285714285714
33000000,4,8.0,4,3000.0,2021-11-17 12:14:00,79.9652344733477,6.8413884190132,kottawa,colombo,750.0,1.3774104683195592,1.0,11000.0
9000000,2,15.0,4,1850.0,2021-11-17 13:24:00,80.0,7.13333,gampaha city,gampaha,462.5,0.4530149984695439,0.5,4864.864864864865
8700000,2,10.0,3,1200.0,2021-11-13 09:35:00,79.930510176,6.663972844,wadduwa,kalutara,400.0,0.44077134986225897,0.6666666666666666,7250.0
